Дата,Значение,year,month,dayofmonth,quarter,dayofyear,weekofyear,dayofweek,is_holiday,is_prev_holiday,is_next_holiday
2012-02-10,117.07,2012,2,10,1,41,6,4,0,0,0
2012-02-12,117.4,2012,2,12,1,43,6,6,0,0,0
2012-02-13,117.27,2012,2,13,1,44,7,0,0,0,0
2012-02-14,117.54,2012,2,14,1,45,7,1,0,0,0
2012-02-15,119.04,2012,2,15,1,46,7,2,0,0,0
2012-02-16,120.05,2012,2,16,1,47,7,3,0,0,0
2012-02-17,119.83,2012,2,17,1,48,7,4,0,0,0
2012-02-19,120.74,2012,2,19,1,50,7,6,0,1,0
2012-02-20,120.0,2012,2,20,1,51,8,0,1,0,0
2012-02-21,121.45,2012,2,21,1,52,8,1,0,0,1
2012-02-22,122.64,2012,2,22,1,53,8,2,0,0,0
2012-02-23,124.2,2012,2,23,1,54,8,3,0,0,0
2012-02-24,125.07,2012,2,24,1,55,8,4,0,0,0
2012-02-26,125.28,2012,2,26,1,57,8,6,0,0,0
2012-02-27,123.3,2012,2,27,1,58,9,0,0,0,0
2012-02-28,121.7,2012,2,28,1,59,9,1,0,0,0
2012-02-29,123.04,2012,2,29,1,60,9,2,0,0,0
2012-03-01,125.86,2012,3,1,1,61,9,3,0,0,0
2012-03-02,123.32,2012,3,2,1,62,9,4,0,0,0
2012-03-04,123.55,2012,3,4,1,64,9,6,0,0,0
2012-03-05,124.24,2012,3,5,1,65,10,0,0,0,0
2012-03-06,122.32,2012,3,6,1,66,10,1,0,0,0
2012-03-07,124.2,2012,3,7,1,67,10,2,0,0,0
2012-03-08,125.48,2012,3,8,1,68,10,3,0,0,0
2012-03-09,125.18,2012,3,9,1,69,10,4,0,0,0
2012-03-11,125.06,2012,3,11,1,71,10,6,0,0,0
2012-03-12,125.12,2012,3,12,1,72,11,0,0,0,0
2012-03-13,125.59,2012,3,13,1,73,11,1,0,0,0
2012-03-14,124.43,2012,3,14,1,74,11,2,0,0,0
2012-03-15,122.78,2012,3,15,1,75,11,3,0,0,0
2012-03-16,126.16,2012,3,16,1,76,11,4,0,0,0
2012-03-18,125.96,2012,3,18,1,78,11,6,0,0,0
2012-03-19,125.36,2012,3,19,1,79,12,0,0,0,0
2012-03-20,124.07,2012,3,20,1,80,12,1,0,0,0
2012-03-21,124.13,2012,3,21,1,81,12,2,0,0,0
2012-03-22,123.38,2012,3,22,1,82,12,3,0,0,0
2012-03-23,125.21,2012,3,23,1,83,12,4,0,0,0
2012-03-25,125.0,2012,3,25,1,85,12,6,0,0,0
2012-03-26,125.75,2012,3,26,1,86,13,0,0,0,0
2012-03-27,125.26,2012,3,27,1,87,13,1,0,0,0
2012-03-28,124.3,2012,3,28,1,88,13,2,0,0,0
2012-03-29,122.55,2012,3,29,1,89,13,3,0,0,0
2012-03-30,122.8,2012,3,30,1,90,13,4,0,0,0
2012-04-01,122.75,2012,4,1,2,92,13,6,0,0,0
2012-04-02,124.9,2012,4,2,2,93,14,0,0,0,0
2012-04-03,124.45,2012,4,3,2,94,14,1,0,0,0
2012-04-04,122.23,2012,4,4,2,95,14,2,0,0,0
2012-04-05,122.72,2012,4,5,2,96,14,3,0,0,0
2012-04-08,121.75,2012,4,8,2,99,14,6,0,0,0
2012-04-09,122.1,2012,4,9,2,100,15,0,0,0,0
2012-04-10,119.51,2012,4,10,2,101,15,1,0,0,0
2012-04-11,119.88,2012,4,11,2,102,15,2,0,0,0
2012-04-12,121.55,2012,4,12,2,103,15,3,0,0,0
2012-04-13,121.48,2012,4,13,2,104,15,4,0,0,0
2012-04-15,120.46,2012,4,15,2,106,15,6,0,0,0
2012-04-16,118.36,2012,4,16,2,107,16,0,0,0,0
2012-04-17,118.75,2012,4,17,2,108,16,1,0,0,0
2012-04-18,118.15,2012,4,18,2,109,16,2,0,0,0
2012-04-19,118.09,2012,4,19,2,110,16,3,0,0,0
2012-04-20,118.85,2012,4,20,2,111,16,4,0,0,0
2012-04-22,118.71,2012,4,22,2,113,16,6,0,0,0
2012-04-23,118.75,2012,4,23,2,114,17,0,0,0,0
2012-04-24,118.42,2012,4,24,2,115,17,1,0,0,0
2012-04-25,119.15,2012,4,25,2,116,17,2,0,0,0
2012-04-26,119.56,2012,4,26,2,117,17,3,0,0,0
2012-04-27,119.75,2012,4,27,2,118,17,4,0,0,0
2012-04-29,119.65,2012,4,29,2,120,17,6,0,0,0
2012-04-30,119.47,2012,4,30,2,121,18,0,0,0,0
2012-05-01,119.35,2012,5,1,2,122,18,1,0,0,0
2012-05-02,118.0,2012,5,2,2,123,18,2,0,0,0
2012-05-03,115.7,2012,5,3,2,124,18,3,0,0,0
2012-05-04,113.09,2012,5,4,2,125,18,4,0,0,0
2012-05-06,111.0,2012,5,6,2,127,18,6,0,0,0
2012-05-07,113.04,2012,5,7,2,128,19,0,0,0,0
2012-05-08,112.94,2012,5,8,2,129,19,1,0,0,0
2012-05-09,112.26,2012,5,9,2,130,19,2,0,0,0
2012-05-10,111.79,2012,5,10,2,131,19,3,0,0,0
2012-05-11,111.69,2012,5,11,2,132,19,4,0,0,0
2012-05-13,111.3,2012,5,13,2,134,19,6,0,0,0
2012-05-14,110.35,2012,5,14,2,135,20,0,0,0,0
2012-05-15,110.99,2012,5,15,2,136,20,1,0,0,0
2012-05-16,109.39,2012,5,16,2,137,20,2,0,0,0
2012-05-17,106.8,2012,5,17,2,138,20,3,0,0,0
2012-05-18,107.31,2012,5,18,2,139,20,4,0,0,0
2012-05-20,106.82,2012,5,20,2,141,20,6,0,0,0
2012-05-21,109.3,2012,5,21,2,142,21,0,0,0,0
2012-05-22,108.25,2012,5,22,2,143,21,1,0,0,0
2012-05-23,106.16,2012,5,23,2,144,21,2,0,0,0
2012-05-24,106.75,2012,5,24,2,145,21,3,0,0,0
2012-05-25,106.9,2012,5,25,2,146,21,4,0,0,0
2012-05-27,106.85,2012,5,27,2,148,21,6,0,1,0
2012-05-28,107.26,2012,5,28,2,149,22,0,1,0,0
2012-05-29,106.85,2012,5,29,2,150,22,1,0,0,1
2012-05-30,103.25,2012,5,30,2,151,22,2,0,0,0
2012-05-31,101.62,2012,5,31,2,152,22,3,0,0,0
2012-06-01,98.33,2012,6,1,2,153,22,4,0,0,0
2012-06-03,97.83,2012,6,3,2,155,22,6,0,0,0
2012-06-04,98.58,2012,6,4,2,156,23,0,0,0,0
2012-06-05,98.12,2012,6,5,2,157,23,1,0,0,0
2012-06-06,100.46,2012,6,6,2,158,23,2,0,0,0
2012-06-07,98.72,2012,6,7,2,159,23,3,0,0,0
2012-06-08,99.45,2012,6,8,2,160,23,4,0,0,0
2012-06-10,101.21,2012,6,10,2,162,23,6,0,0,0
2012-06-11,96.2,2012,6,11,2,163,24,0,0,0,0
2012-06-12,97.11,2012,6,12,2,164,24,1,0,0,0
2012-06-13,96.59,2012,6,13,2,165,24,2,0,0,0
2012-06-14,97.88,2012,6,14,2,166,24,3,0,0,0
2012-06-15,97.31,2012,6,15,2,167,24,4,0,0,0
2012-06-17,98.5,2012,6,17,2,169,24,6,0,0,0
2012-06-18,95.69,2012,6,18,2,170,25,0,0,0,0
2012-06-19,95.84,2012,6,19,2,171,25,1,0,0,0
2012-06-20,92.55,2012,6,20,2,172,25,2,0,0,0
2012-06-21,89.25,2012,6,21,2,173,25,3,0,0,0
2012-06-22,91.33,2012,6,22,2,174,25,4,0,0,0
2012-06-24,91.47,2012,6,24,2,176,25,6,0,0,0
2012-06-25,91.41,2012,6,25,2,177,26,0,0,0,0
2012-06-26,93.24,2012,6,26,2,178,26,1,0,0,0
2012-06-27,93.79,2012,6,27,2,179,26,2,0,0,0
2012-06-28,92.04,2012,6,28,2,180,26,3,0,0,0
2012-06-29,97.57,2012,6,29,2,181,26,4,0,0,0
2012-07-01,97.63,2012,7,1,3,183,26,6,0,0,0
2012-07-02,97.15,2012,7,2,3,184,27,0,0,0,0
2012-07-03,100.36,2012,7,3,3,185,27,1,0,1,0
2012-07-04,99.51,2012,7,4,3,186,27,2,1,0,0
2012-07-05,99.61,2012,7,5,3,187,27,3,0,0,1
2012-07-06,97.39,2012,7,6,3,188,27,4,0,0,0
2012-07-08,97.78,2012,7,8,3,190,27,6,0,0,0
2012-07-09,99.87,2012,7,9,3,191,28,0,0,0,0
2012-07-10,97.53,2012,7,10,3,192,28,1,0,0,0
2012-07-11,100.07,2012,7,11,3,193,28,2,0,0,0
2012-07-12,99.8,2012,7,12,3,194,28,3,0,0,0
2012-07-13,101.66,2012,7,13,3,195,28,4,0,0,0
2012-07-15,101.78,2012,7,15,3,197,28,6,0,0,0
2012-07-16,103.08,2012,7,16,3,198,29,0,0,0,0
2012-07-17,103.67,2012,7,17,3,199,29,1,0,0,0
2012-07-18,105.48,2012,7,18,3,200,29,2,0,0,0
2012-07-19,107.59,2012,7,19,3,201,29,3,0,0,0
2012-07-20,106.74,2012,7,20,3,202,29,4,0,0,0
2012-07-22,106.42,2012,7,22,3,204,29,6,0,0,0
2012-07-23,103.18,2012,7,23,3,205,30,0,0,0,0
2012-07-24,103.07,2012,7,24,3,206,30,1,0,0,0
2012-07-25,104.66,2012,7,25,3,207,30,2,0,0,0
2012-07-26,105.31,2012,7,26,3,208,30,3,0,0,0
2012-07-27,106.65,2012,7,27,3,209,30,4,0,0,0
2012-07-29,106.52,2012,7,29,3,211,30,6,0,0,0
2012-07-30,105.97,2012,7,30,3,212,31,0,0,0,0
2012-07-31,104.62,2012,7,31,3,213,31,1,0,0,0
2012-08-01,104.49,2012,8,1,3,214,31,2,0,0,0
2012-08-02,104.48,2012,8,2,3,215,31,3,0,0,0
2012-08-03,107.22,2012,8,3,3,216,31,4,0,0,0
2012-08-05,107.0,2012,8,5,3,218,31,6,0,0,0
2012-08-06,108.16,2012,8,6,3,219,32,0,0,0,0
2012-08-07,110.02,2012,8,7,3,220,32,1,0,0,0
2012-08-08,110.39,2012,8,8,3,221,32,2,0,0,0
2012-08-09,111.79,2012,8,9,3,222,32,3,0,0,0
2012-08-10,111.55,2012,8,10,3,223,32,4,0,0,0
2012-08-12,111.45,2012,8,12,3,225,32,6,0,0,0
2012-08-13,111.63,2012,8,13,3,226,33,0,0,0,0
2012-08-14,112.15,2012,8,14,3,227,33,1,0,0,0
2012-08-15,114.45,2012,8,15,3,228,33,2,0,0,0
2012-08-16,114.3,2012,8,16,3,229,33,3,0,0,0
2012-08-17,113.76,2012,8,17,3,230,33,4,0,0,0
2012-08-19,114.05,2012,8,19,3,232,33,6,0,0,0
2012-08-20,113.62,2012,8,20,3,233,34,0,0,0,0
2012-08-21,114.9,2012,8,21,3,234,34,1,0,0,0
2012-08-22,114.98,2012,8,22,3,235,34,2,0,0,0
2012-08-23,114.37,2012,8,23,3,236,34,3,0,0,0
2012-08-24,113.51,2012,8,24,3,237,34,4,0,0,0
2012-08-26,114.18,2012,8,26,3,239,34,6,0,0,0
2012-08-27,112.58,2012,8,27,3,240,35,0,0,0,0
2012-08-28,112.35,2012,8,28,3,241,35,1,0,0,0
2012-08-29,112.72,2012,8,29,3,242,35,2,0,0,0
2012-08-30,112.8,2012,8,30,3,243,35,3,0,0,0
2012-08-31,114.92,2012,8,31,3,244,35,4,0,0,0
2012-09-02,114.13,2012,9,2,3,246,35,6,0,1,0
2012-09-03,115.23,2012,9,3,3,247,36,0,1,0,0
2012-09-04,113.6,2012,9,4,3,248,36,1,0,0,1
2012-09-05,113.4,2012,9,5,3,249,36,2,0,0,0
2012-09-06,112.17,2012,9,6,3,250,36,3,0,0,0
2012-09-07,113.82,2012,9,7,3,251,36,4,0,0,0
2012-09-09,113.9,2012,9,9,3,253,36,6,0,0,0
2012-09-10,114.29,2012,9,10,3,254,37,0,0,0,0
2012-09-11,114.4,2012,9,11,3,255,37,1,0,0,0
2012-09-12,115.23,2012,9,12,3,256,37,2,0,0,0
2012-09-13,115.72,2012,9,13,3,257,37,3,0,0,0
2012-09-14,116.92,2012,9,14,3,258,37,4,0,0,0
2012-09-16,116.75,2012,9,16,3,260,37,6,0,0,0
2012-09-17,113.5,2012,9,17,3,261,38,0,0,0,0
2012-09-18,111.65,2012,9,18,3,262,38,1,0,0,0
2012-09-19,108.35,2012,9,19,3,263,38,2,0,0,0
2012-09-20,110.61,2012,9,20,3,264,38,3,0,0,0
2012-09-21,111.42,2012,9,21,3,265,38,4,0,0,0
2012-09-23,111.31,2012,9,23,3,267,38,6,0,0,0
2012-09-24,109.88,2012,9,24,3,268,39,0,0,0,0
2012-09-25,109.87,2012,9,25,3,269,39,1,0,0,0
2012-09-26,110.1,2012,9,26,3,270,39,2,0,0,0
2012-09-27,112.41,2012,9,27,3,271,39,3,0,0,0
2012-09-28,112.22,2012,9,28,3,272,39,4,0,0,0
2012-09-30,112.14,2012,9,30,3,274,39,6,0,0,0
2012-10-01,111.4,2012,10,1,4,275,40,0,0,0,0
2012-10-02,110.55,2012,10,2,4,276,40,1,0,0,0
2012-10-03,107.34,2012,10,3,4,277,40,2,0,0,0
2012-10-04,111.36,2012,10,4,4,278,40,3,0,0,0
2012-10-05,111.13,2012,10,5,4,279,40,4,0,0,0
2012-10-07,111.02,2012,10,7,4,281,40,6,0,1,0
2012-10-08,111.22,2012,10,8,4,282,41,0,1,0,0
2012-10-09,113.35,2012,10,9,4,283,41,1,0,0,1
2012-10-10,113.28,2012,10,10,4,284,41,2,0,0,0
2012-10-11,114.77,2012,10,11,4,285,41,3,0,0,0
2012-10-12,113.38,2012,10,12,4,286,41,4,0,0,0
2012-10-14,113.12,2012,10,14,4,288,41,6,0,0,0
2012-10-15,114.48,2012,10,15,4,289,42,0,0,0,0
2012-10-16,113.72,2012,10,16,4,290,42,1,0,0,0
2012-10-17,113.21,2012,10,17,4,291,42,2,0,0,0
2012-10-18,112.44,2012,10,18,4,292,42,3,0,0,0
2012-10-19,110.32,2012,10,19,4,293,42,4,0,0,0
2012-10-21,109.77,2012,10,21,4,295,42,6,0,0,0
2012-10-22,109.79,2012,10,22,4,296,43,0,0,0,0
2012-10-23,108.3,2012,10,23,4,297,43,1,0,0,0
2012-10-24,107.81,2012,10,24,4,298,43,2,0,0,0
2012-10-25,108.5,2012,10,25,4,299,43,3,0,0,0
2012-10-26,109.7,2012,10,26,4,300,43,4,0,0,0
2012-10-28,109.19,2012,10,28,4,302,43,6,0,0,0
2012-10-29,109.33,2012,10,29,4,303,44,0,0,0,0
2012-10-30,109.05,2012,10,30,4,304,44,1,0,0,0
2012-10-31,108.4,2012,10,31,4,305,44,2,0,0,0
2012-11-01,107.5,2012,11,1,4,306,44,3,0,0,0
2012-11-02,104.88,2012,11,2,4,307,44,4,0,0,0
2012-11-04,104.7,2012,11,4,4,309,44,6,0,0,0
2012-11-05,106.97,2012,11,5,4,310,45,0,0,0,0
2012-11-06,110.13,2012,11,6,4,311,45,1,0,0,0
2012-11-07,106.05,2012,11,7,4,312,45,2,0,0,0
2012-11-08,106.18,2012,11,8,4,313,45,3,0,0,0
2012-11-09,108.79,2012,11,9,4,314,45,4,0,0,0
2012-11-11,108.3,2012,11,11,4,316,45,6,0,1,0
2012-11-12,107.82,2012,11,12,4,317,46,0,1,0,0
2012-11-13,107.3,2012,11,13,4,318,46,1,0,0,1
2012-11-14,108.75,2012,11,14,4,319,46,2,0,0,0
2012-11-15,107.69,2012,11,15,4,320,46,3,0,0,0
2012-11-16,109.02,2012,11,16,4,321,46,4,0,0,0
2012-11-18,109.5,2012,11,18,4,323,46,6,0,0,0
2012-11-19,111.59,2012,11,19,4,324,47,0,0,0,0
2012-11-20,110.46,2012,11,20,4,325,47,1,0,0,0
2012-11-21,111.03,2012,11,21,4,326,47,2,0,1,0
2012-11-22,110.35,2012,11,22,4,327,47,3,1,0,0
2012-11-23,111.39,2012,11,23,4,328,47,4,0,0,1
2012-11-25,111.35,2012,11,25,4,330,47,6,0,0,0
2012-11-26,110.75,2012,11,26,4,331,48,0,0,0,0
2012-11-27,110.0,2012,11,27,4,332,48,1,0,0,0
2012-11-28,109.69,2012,11,28,4,333,48,2,0,0,0
2012-11-29,110.4,2012,11,29,4,334,48,3,0,0,0
2012-11-30,111.17,2012,11,30,4,335,48,4,0,0,0
2012-12-02,110.35,2012,12,2,4,337,48,6,0,0,0
2012-12-03,109.9,2012,12,3,4,338,49,0,0,0,0
2012-12-04,108.87,2012,12,4,4,339,49,1,0,0,0
2012-12-05,107.97,2012,12,5,4,340,49,2,0,0,0
2012-12-06,106.25,2012,12,6,4,341,49,3,0,0,0
2012-12-07,106.3,2012,12,7,4,342,49,4,0,0,0
2012-12-09,106.42,2012,12,9,4,344,49,6,0,0,0
2012-12-10,106.22,2012,12,10,4,345,50,0,0,0,0
2012-12-11,106.8,2012,12,11,4,346,50,1,0,0,0
2012-12-12,108.01,2012,12,12,4,347,50,2,0,0,0
2012-12-13,106.53,2012,12,13,4,348,50,3,0,0,0
2012-12-14,108.4,2012,12,14,4,349,50,4,0,0,0
2012-12-16,108.27,2012,12,16,4,351,50,6,0,0,0
2012-12-17,107.89,2012,12,17,4,352,51,0,0,0,0
2012-12-18,108.94,2012,12,18,4,353,51,1,0,0,0
2012-12-19,110.05,2012,12,19,4,354,51,2,0,0,0
2012-12-20,110.25,2012,12,20,4,355,51,3,0,0,0
2012-12-21,109.15,2012,12,21,4,356,51,4,0,0,0
2012-12-23,109.02,2012,12,23,4,358,51,6,0,0,0
2012-12-24,108.8,2012,12,24,4,359,52,0,0,1,0
2012-12-26,110.71,2012,12,26,4,361,52,2,0,0,1
2012-12-27,110.92,2012,12,27,4,362,52,3,0,0,0
2012-12-28,110.35,2012,12,28,4,363,52,4,0,0,0
2012-12-30,110.35,2012,12,30,4,365,52,6,0,0,0
2012-12-31,111.11,2012,12,31,4,366,1,0,0,1,0
2013-01-02,111.4,2013,1,2,1,2,1,2,0,0,1
2013-01-03,110.56,2013,1,3,1,3,1,3,0,0,0
2013-01-04,110.15,2013,1,4,1,4,1,4,0,0,0
2013-01-06,110.22,2013,1,6,1,6,1,6,0,0,0
2013-01-07,110.59,2013,1,7,1,7,2,0,0,0,0
2013-01-08,111.14,2013,1,8,1,8,2,1,0,0,0
2013-01-09,110.81,2013,1,9,1,9,2,2,0,0,0
2013-01-10,110.99,2013,1,10,1,10,2,3,0,0,0
2013-01-11,109.84,2013,1,11,1,11,2,4,0,0,0
2013-01-13,109.82,2013,1,13,1,13,2,6,0,0,0
2013-01-14,111.14,2013,1,14,1,14,3,0,0,0,0
2013-01-15,109.62,2013,1,15,1,15,3,1,0,0,0
2013-01-16,109.91,2013,1,16,1,16,3,2,0,0,0
2013-01-17,110.92,2013,1,17,1,17,3,3,0,0,0
2013-01-18,111.67,2013,1,18,1,18,3,4,0,0,0
2013-01-20,111.79,2013,1,20,1,20,3,6,0,1,0
2013-01-21,111.76,2013,1,21,1,21,4,0,1,0,0
2013-01-22,112.46,2013,1,22,1,22,4,1,0,0,1
2013-01-23,112.79,2013,1,23,1,23,4,2,0,0,0
2013-01-24,113.36,2013,1,24,1,24,4,3,0,0,0
2013-01-25,113.4,2013,1,25,1,25,4,4,0,0,0
2013-01-28,113.4,2013,1,28,1,28,5,0,0,0,0
2013-01-29,114.2,2013,1,29,1,29,5,1,0,0,0
2013-01-30,114.95,2013,1,30,1,30,5,2,0,0,0
2013-02-01,114.68,2013,2,1,1,32,5,4,0,0,0
2013-02-04,115.56,2013,2,4,1,35,6,0,0,0,0
2013-02-05,114.27,2013,2,5,1,36,6,1,0,0,0
2013-02-07,115.97,2013,2,7,1,38,6,3,0,0,0
2013-02-08,117.81,2013,2,8,1,39,6,4,0,0,0
2013-02-11,117.2,2013,2,11,1,42,7,0,0,0,0
2013-02-12,117.8,2013,2,12,1,43,7,1,0,0,0
2013-02-13,118.0,2013,2,13,1,44,7,2,0,0,0
2013-02-14,118.04,2013,2,14,1,45,7,3,0,0,0
2013-02-15,117.97,2013,2,15,1,46,7,4,0,0,0
2013-02-18,117.4,2013,2,18,1,49,8,0,1,0,0
2013-02-19,117.2,2013,2,19,1,50,8,1,0,0,1
2013-02-20,115.1,2013,2,20,1,51,8,2,0,0,0
2013-02-21,113.65,2013,2,21,1,52,8,3,0,0,0
2013-02-22,114.3,2013,2,22,1,53,8,4,0,0,0
2013-02-25,113.34,2013,2,25,1,56,9,0,0,0,0
2013-02-26,112.99,2013,2,26,1,57,9,1,0,0,0
2013-02-27,112.0,2013,2,27,1,58,9,2,0,0,0
2013-02-28,111.0,2013,2,28,1,59,9,3,0,0,0
2013-03-01,109.59,2013,3,1,1,60,9,4,0,0,0
2013-03-04,109.02,2013,3,4,1,63,10,0,0,0,0
2013-03-05,110.94,2013,3,5,1,64,10,1,0,0,0
2013-03-06,109.98,2013,3,6,1,65,10,2,0,0,0
2013-03-07,110.07,2013,3,7,1,66,10,3,0,0,0
2013-03-08,110.25,2013,3,8,1,67,10,4,0,0,0
2013-03-11,109.48,2013,3,11,1,70,11,0,0,0,0
2013-03-12,109.13,2013,3,12,1,71,11,1,0,0,0
2013-03-13,108.18,2013,3,13,1,72,11,2,0,0,0
2013-03-14,109.34,2013,3,14,1,73,11,3,0,0,0
2013-03-15,110.05,2013,3,15,1,74,11,4,0,0,0
2013-03-17,108.9,2013,3,17,1,76,11,6,0,0,0
2013-03-18,109.4,2013,3,18,1,77,12,0,0,0,0
2013-03-19,107.46,2013,3,19,1,78,12,1,0,0,0
2013-03-20,108.58,2013,3,20,1,79,12,2,0,0,0
2013-03-21,107.2,2013,3,21,1,80,12,3,0,0,0
2013-03-22,107.5,2013,3,22,1,81,12,4,0,0,0
2013-03-24,107.8,2013,3,24,1,83,12,6,0,0,0
2013-03-25,108.18,2013,3,25,1,84,13,0,0,0,0
2013-03-26,109.4,2013,3,26,1,85,13,1,0,0,0
2013-03-27,109.84,2013,3,27,1,86,13,2,0,0,0
2013-03-28,109.77,2013,3,28,1,87,13,3,0,0,0
2013-03-31,109.89,2013,3,31,1,90,13,6,0,0,0
2013-04-01,110.76,2013,4,1,2,91,14,0,0,0,0
2013-04-02,110.34,2013,4,2,2,92,14,1,0,0,0
2013-04-03,106.89,2013,4,3,2,93,14,2,0,0,0
2013-04-04,106.27,2013,4,4,2,94,14,3,0,0,0
2013-04-05,104.38,2013,4,5,2,95,14,4,0,0,0
2013-04-07,104.46,2013,4,7,2,97,14,6,0,0,0
2013-04-08,104.9,2013,4,8,2,98,15,0,0,0,0
2013-04-09,106.15,2013,4,9,2,99,15,1,0,0,0
2013-04-10,105.65,2013,4,10,2,100,15,2,0,0,0
2013-04-11,104.41,2013,4,11,2,101,15,3,0,0,0
2013-04-12,102.85,2013,4,12,2,102,15,4,0,0,0
2013-04-14,102.87,2013,4,14,2,104,15,6,0,0,0
2013-04-15,99.31,2013,4,15,2,105,16,0,0,0,0
2013-04-16,100.1,2013,4,16,2,106,16,1,0,0,0
2013-04-17,97.4,2013,4,17,2,107,16,2,0,0,0
2013-04-18,99.6,2013,4,18,2,108,16,3,0,0,0
2013-04-19,99.53,2013,4,19,2,109,16,4,0,0,0
2013-04-21,99.47,2013,4,21,2,111,16,6,0,0,0
2013-04-22,100.37,2013,4,22,2,112,17,0,0,0,0
2013-04-23,100.5,2013,4,23,2,113,17,1,0,0,0
2013-04-24,101.82,2013,4,24,2,114,17,2,0,0,0
2013-04-25,103.11,2013,4,25,2,115,17,3,0,0,0
2013-04-26,102.85,2013,4,26,2,116,17,4,0,0,0
2013-04-28,102.75,2013,4,28,2,118,17,6,0,0,0
2013-04-29,103.76,2013,4,29,2,119,18,0,0,0,0
2013-04-30,101.74,2013,4,30,2,120,18,1,0,0,0
2013-05-01,99.37,2013,5,1,2,121,18,2,0,0,0
2013-05-02,102.33,2013,5,2,2,122,18,3,0,0,0
2013-05-03,103.71,2013,5,3,2,123,18,4,0,0,0
2013-05-05,104.7,2013,5,5,2,125,18,6,0,0,0
2013-05-06,104.99,2013,5,6,2,126,19,0,0,0,0
2013-05-07,103.75,2013,5,7,2,127,19,1,0,0,0
2013-05-08,104.02,2013,5,8,2,128,19,2,0,0,0
2013-05-09,104.1,2013,5,9,2,129,19,3,0,0,0
2013-05-10,103.38,2013,5,10,2,130,19,4,0,0,0
2013-05-12,103.37,2013,5,12,2,132,19,6,0,0,0
2013-05-13,102.64,2013,5,13,2,133,20,0,0,0,0
2013-05-14,102.53,2013,5,14,2,134,20,1,0,0,0
2013-05-15,103.65,2013,5,15,2,135,20,2,0,0,0
2013-05-16,103.84,2013,5,16,2,136,20,3,0,0,0
2013-05-17,104.72,2013,5,17,2,137,20,4,0,0,0
2013-05-19,104.6,2013,5,19,2,139,20,6,0,0,0
2013-05-20,104.79,2013,5,20,2,140,21,0,0,0,0
2013-05-21,103.63,2013,5,21,2,141,21,1,0,0,0
2013-05-22,102.32,2013,5,22,2,142,21,2,0,0,0
2013-05-23,102.66,2013,5,23,2,143,21,3,0,0,0
2013-05-24,102.78,2013,5,24,2,144,21,4,0,0,0
2013-05-26,102.16,2013,5,26,2,146,21,6,0,1,0
2013-05-27,102.5,2013,5,27,2,147,22,0,1,0,0
2013-05-28,104.35,2013,5,28,2,148,22,1,0,0,1
2013-05-29,102.18,2013,5,29,2,149,22,2,0,0,0
2013-05-30,102.24,2013,5,30,2,150,22,3,0,0,0
2013-05-31,100.15,2013,5,31,2,151,22,4,0,0,0
2013-06-02,99.72,2013,6,2,2,153,22,6,0,0,0
2013-06-03,101.9,2013,6,3,2,154,23,0,0,0,0
2013-06-04,103.18,2013,6,4,2,155,23,1,0,0,0
2013-06-05,102.63,2013,6,5,2,156,23,2,0,0,0
2013-06-06,103.19,2013,6,6,2,157,23,3,0,0,0
2013-06-07,104.48,2013,6,7,2,158,23,4,0,0,0
2013-06-09,104.54,2013,6,9,2,160,23,6,0,0,0
2013-06-10,103.74,2013,6,10,2,161,24,0,0,0,0
2013-06-11,102.64,2013,6,11,2,162,24,1,0,0,0
2013-06-12,103.49,2013,6,12,2,163,24,2,0,0,0
2013-06-13,104.95,2013,6,13,2,164,24,3,0,0,0
2013-06-14,105.84,2013,6,14,2,165,24,4,0,0,0
2013-06-16,105.86,2013,6,16,2,167,24,6,0,0,0
2013-06-17,105.62,2013,6,17,2,168,25,0,0,0,0
2013-06-18,106.1,2013,6,18,2,169,25,1,0,0,0
2013-06-19,105.87,2013,6,19,2,170,25,2,0,0,0
2013-06-20,102.06,2013,6,20,2,171,25,3,0,0,0
2013-06-21,101.09,2013,6,21,2,172,25,4,0,0,0
2013-06-23,100.63,2013,6,23,2,174,25,6,0,0,0
2013-06-24,101.07,2013,6,24,2,175,26,0,0,0,0
2013-06-25,101.17,2013,6,25,2,176,26,1,0,0,0
2013-06-26,101.8,2013,6,26,2,177,26,2,0,0,0
2013-06-27,102.65,2013,6,27,2,178,26,3,0,0,0
2013-06-28,101.99,2013,6,28,2,179,26,4,0,0,0
2013-06-30,101.5,2013,6,30,2,181,26,6,0,0,0
2013-07-01,102.52,2013,7,1,3,182,27,0,0,0,0
2013-07-02,103.41,2013,7,2,3,183,27,1,0,0,0
2013-07-04,104.84,2013,7,4,3,185,27,3,1,0,0
2013-07-05,107.06,2013,7,5,3,186,27,4,0,0,1
2013-07-07,107.23,2013,7,7,3,188,27,6,0,0,0
2013-07-08,106.49,2013,7,8,3,189,28,0,0,0,0
2013-07-09,107.35,2013,7,9,3,190,28,1,0,0,0
2013-07-10,107.34,2013,7,10,3,191,28,2,0,0,0
2013-07-11,106.64,2013,7,11,3,192,28,3,0,0,0
2013-07-12,108.2,2013,7,12,3,193,28,4,0,0,0
2013-07-14,107.94,2013,7,14,3,195,28,6,0,0,0
2013-07-15,108.08,2013,7,15,3,196,29,0,0,0,0
2013-07-16,107.93,2013,7,16,3,197,29,1,0,0,0
2013-07-17,108.74,2013,7,17,3,198,29,2,0,0,0
