LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,NEXT_MONTH_DEFAULT
120000.0,2,3,2,40,0,0,0,0,0,0,31543.0,31641.0,32286.0,32692.0,32261.0,32644.0,1600.0,1600.0,1200.0,1200.0,1200.0,1500.0,1
50000.0,1,1,3,37,0,0,2,0,0,0,45553.0,49457.0,47080.0,45833.0,45310.0,6313.0,6324.0,0.0,1200.0,1000.0,126.0,1000.0,0
80000.0,2,2,2,22,0,0,0,0,0,0,76405.0,77043.0,79524.0,75773.0,29126.0,8671.0,2780.0,3745.0,1628.0,596.0,173.0,2114.0,0
90000.0,1,3,2,34,0,0,0,0,0,0,74012.0,76777.0,78594.0,39209.0,40057.0,40744.0,4600.0,4300.0,2700.0,1500.0,1400.0,2000.0,0
150000.0,2,2,1,53,-1,-1,-1,-1,-1,0,11589.0,28910.0,34731.0,18845.0,25745.0,13396.0,29190.0,34733.0,18857.0,25752.0,3396.0,8000.0,0
250000.0,2,2,2,28,-1,-1,-1,0,-1,-1,500.0,3344.0,2255.0,3183.0,2324.0,1657.0,3344.0,2255.0,1000.0,2324.0,1657.0,1416.0,0
440000.0,2,2,1,40,-1,-1,-1,-1,-1,-1,3278.0,2028.0,981.0,873.0,873.0,840.0,2035.0,982.0,874.0,874.0,841.0,7453.0,0
80000.0,2,2,1,46,-1,-1,-1,0,-1,-1,2350.0,2350.0,4700.0,2350.0,2350.0,2350.0,2350.0,4700.0,0.0,2350.0,2350.0,350.0,0
150000.0,2,2,2,29,-1,-1,-1,-1,-1,-1,933.0,598.0,1062.0,0.0,1810.0,0.0,598.0,1062.0,0.0,1810.0,0.0,3163.0,0
200000.0,1,1,1,29,-1,-1,-1,-1,-1,-1,9585.0,1686.0,820.0,1889.0,6617.0,3986.0,1735.0,824.0,1889.0,6617.0,3986.0,2460.0,0
200000.0,2,6,1,43,0,0,0,0,0,0,198595.0,194734.0,190447.0,187224.0,183641.0,178239.0,7003.0,7000.0,7000.0,6510.0,6550.0,6001.0,0
260000.0,2,3,1,65,0,0,0,0,0,0,225028.0,188891.0,174617.0,178214.0,182251.0,186144.0,8165.0,6500.0,6500.0,7000.0,7000.0,7500.0,0
200000.0,1,1,1,36,-1,-1,-1,-1,-1,-1,1990.0,1186.0,4078.0,3000.0,3849.0,4479.0,1186.0,4092.0,3000.0,3849.0,4479.0,8120.0,0
420000.0,2,3,1,42,-1,-1,-1,-1,-1,-1,87263.0,20793.0,34676.0,48823.0,74475.0,47108.0,20803.0,34682.0,48919.0,74481.0,47108.0,219844.0,0
330000.0,2,1,1,31,0,0,0,0,0,0,132514.0,137347.0,391478.0,142842.0,143257.0,144783.0,10000.0,65042.0,12000.0,5000.0,6000.0,6000.0,0
20000.0,1,2,1,42,0,0,0,0,2,2,14310.0,15665.0,16706.0,18214.0,18626.0,18196.0,1600.0,1600.0,2100.0,1000.0,0.0,1500.0,1
80000.0,1,2,2,23,2,0,0,0,0,0,8613.0,12438.0,15212.0,15657.0,17404.0,19103.0,4000.0,3000.0,1000.0,2000.0,2000.0,2836.0,0
200000.0,2,1,2,32,0,0,0,0,0,0,47517.0,8219.0,9000.0,10000.0,11340.0,0.0,1219.0,1000.0,1000.0,1340.0,0.0,0.0,0
50000.0,2,2,2,25,0,0,0,0,0,0,49173.0,50141.0,96860.0,48803.0,19324.0,19668.0,1800.0,2100.0,2600.0,1000.0,1000.0,1000.0,0
50000.0,2,2,2,23,0,0,0,0,0,0,21249.0,20771.0,17626.0,10078.0,9654.0,9648.0,1649.0,1300.0,500.0,500.0,300.0,500.0,0
140000.0,2,3,1,33,0,0,0,0,0,0,136302.0,127178.0,78950.0,80457.0,41150.0,-10193.0,6000.0,5000.0,4000.0,2000.0,0.0,71000.0,0
60000.0,1,2,2,30,-1,-1,2,-1,-1,-1,921.0,1498.0,749.0,749.0,58852.0,6295.0,1498.0,0.0,749.0,58852.0,6295.0,0.0,0
170000.0,2,3,2,31,1,-1,-1,-1,-1,-1,0.0,0.0,0.0,0.0,150.0,167.0,0.0,0.0,0.0,150.0,167.0,2578.0,0
110000.0,1,2,1,49,0,0,0,0,0,0,106264.0,107417.0,108803.0,82231.0,25687.0,27266.0,4400.0,3600.0,4138.0,1000.0,2000.0,2000.0,0
470000.0,1,1,2,33,-1,-1,-1,0,0,-1,5613.0,11576.0,7017.0,1185.0,0.0,542.0,11606.0,7017.0,24.0,0.0,542.0,208896.0,0
30000.0,2,2,2,31,-1,-1,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
90000.0,2,2,2,27,0,0,0,0,0,0,18525.0,14242.0,25574.0,21948.0,19689.0,11026.0,10105.0,16776.0,19689.0,0.0,5000.0,15000.0,0
50000.0,2,2,1,29,2,2,2,2,0,0,46191.0,44808.0,38605.0,32455.0,15865.0,23753.0,3800.0,1500.0,0.0,628.0,10362.0,786.0,0
220000.0,1,1,2,33,1,-1,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
50000.0,1,2,1,37,0,0,0,0,-1,-1,23607.0,24921.0,25775.0,0.0,0.0,0.0,2000.0,1800.0,0.0,0.0,0.0,0.0,0
150000.0,2,1,2,29,0,0,0,0,0,0,78044.0,43437.0,45132.0,39180.0,31422.0,32410.0,2000.0,2500.0,3300.0,2150.0,1500.0,6200.0,0
100000.0,1,1,2,29,2,2,2,2,2,0,48186.0,48924.0,47837.0,51361.0,50417.0,51400.0,1800.0,0.0,4321.0,0.0,2400.0,0.0,1
100000.0,2,2,1,26,2,0,0,0,0,0,97361.0,96265.0,49380.0,29152.0,28832.0,29949.0,4732.0,1500.0,1500.0,1500.0,1500.0,1964.0,1
500000.0,1,2,1,53,-1,-1,-1,-1,-1,-1,37979.0,9482.0,6058.0,7859.0,126683.0,7440.0,9482.0,6058.0,7859.0,126683.0,7440.0,8259.0,0
30000.0,1,2,2,25,0,0,0,0,0,0,8864.0,10062.0,11581.0,12580.0,13716.0,14828.0,1500.0,2000.0,1500.0,1500.0,1500.0,2000.0,0
180000.0,2,2,3,43,0,0,0,0,0,0,81147.0,172920.0,176711.0,127004.0,114179.0,129622.0,101522.0,10264.0,4598.0,9600.0,20000.0,5000.0,0
20000.0,1,2,1,33,0,0,0,-1,-1,-1,2508.0,3448.0,-202.0,-202.0,950.0,0.0,1000.0,202.0,0.0,1152.0,0.0,1000.0,0
140000.0,1,1,2,29,-1,-1,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
30000.0,2,2,2,29,0,0,2,0,0,-1,22501.0,20210.0,8762.0,6200.0,0.0,0.0,2429.0,5.0,1062.0,0.0,0.0,0.0,0
100000.0,2,1,2,25,-1,-1,-1,-1,0,0,12660.0,5000.0,0.0,6272.0,10135.0,11958.0,5000.0,0.0,6272.0,4000.0,2000.0,0.0,0
300000.0,2,3,1,52,0,0,0,0,0,0,293174.0,268652.0,285524.0,235773.0,221123.0,221269.0,15000.0,25000.0,8000.0,22000.0,10060.0,9000.0,0
70000.0,1,3,1,56,0,0,0,0,0,0,42039.0,46330.0,47480.0,49242.0,29993.0,29618.0,5000.0,2238.0,3000.0,3000.0,1500.0,1500.0,0
20000.0,2,1,2,29,-1,-1,-1,-1,-1,-1,342.0,792.0,677.0,-1.0,213.0,856.0,792.0,677.0,0.0,214.0,856.0,0.0,0
80000.0,2,1,2,23,0,0,0,0,0,0,78366.0,67801.0,68034.0,55674.0,48649.0,47041.0,2540.0,2442.0,1810.0,1661.0,1668.0,1663.0,0
170000.0,2,1,2,30,0,0,0,0,0,0,30552.0,29342.0,30544.0,30477.0,2609.0,1359.0,2500.0,2500.0,780.0,1100.0,400.0,918.0,0
380000.0,1,3,1,34,-1,-1,-1,-1,-1,-1,4539.0,4119.0,4686.0,2363.0,2416.0,4718.0,4131.0,4700.0,2382.0,2423.0,4732.0,2353.0,0
10000.0,1,3,1,50,0,0,0,3,2,2,4674.0,6422.0,9145.0,8854.0,8563.0,9918.0,2000.0,3000.0,0.0,0.0,1500.0,0.0,0
230000.0,2,2,2,37,-1,-1,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
80000.0,1,3,2,33,1,-1,-1,-1,-1,-1,0.0,3495.0,500.0,0.0,0.0,0.0,3495.0,765.0,0.0,0.0,0.0,0.0,0
240000.0,2,2,1,44,0,0,0,0,0,0,21468.0,15503.0,17812.0,14328.0,11110.0,7567.0,3000.0,3000.0,2880.0,306.0,2000.0,2000.0,0
50000.0,1,2,2,48,0,0,0,-1,0,0,51631.0,45223.0,45461.0,18354.0,19118.0,19404.0,1800.0,1005.0,19763.0,1000.0,1000.0,1000.0,0
250000.0,2,3,1,50,-1,-1,-1,-1,-1,-1,193355.0,8173.0,-11.0,-11.0,39618.0,20380.0,8173.0,0.0,0.0,39629.0,20380.0,32701.0,0
140000.0,2,2,1,44,0,0,-1,-1,-1,-1,110575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
50000.0,1,2,1,26,1,3,3,2,2,3,13294.0,12799.0,12311.0,11816.0,14014.0,13506.0,0.0,0.0,0.0,2394.0,0.0,0.0,1
100000.0,2,2,1,22,0,0,0,0,0,0,99415.0,101507.0,99511.0,99813.0,95816.0,96884.0,4600.0,3478.0,3461.0,3461.0,3684.0,3510.0,0
50000.0,2,2,2,24,0,0,0,0,0,0,49819.0,50135.0,32101.0,17401.0,19820.0,17399.0,1672.0,1246.0,574.0,3000.0,649.0,285.0,0
30000.0,1,3,1,44,1,2,2,2,0,0,19397.0,18659.0,22544.0,21889.0,22721.0,23401.0,1500.0,4500.0,0.0,1500.0,1200.0,2000.0,1
90000.0,2,3,1,34,0,0,2,0,0,0,49771.0,52930.0,48683.0,44102.0,35577.0,28500.0,4000.0,0.0,1312.0,1200.0,1070.0,2882.0,0
230000.0,2,2,1,38,0,0,0,0,0,0,10906.0,9692.0,9162.0,10466.0,9426.0,8099.0,1364.0,1393.0,2003.0,1000.0,1000.0,500.0,0
20000.0,1,2,1,61,1,2,2,2,3,2,12961.0,13668.0,13145.0,15023.0,14510.0,13854.0,1209.0,0.0,2087.0,0.0,550.0,0.0,1
150000.0,2,1,2,32,2,2,2,0,0,2,120800.0,123379.0,122881.0,123954.0,131543.0,134319.0,6000.0,3000.0,4600.0,9800.0,5100.0,5000.0,1
30000.0,2,2,1,43,-1,-1,-1,-1,-1,-1,10443.0,4503.0,9000.0,0.0,0.0,5394.0,4503.0,9000.0,0.0,0.0,5394.0,6171.0,0
500000.0,2,2,1,36,-1,-1,-1,-1,-1,-1,10483.0,23956.0,0.0,8500.0,4590.0,0.0,23962.0,0.0,8500.0,4590.0,0.0,0.0,0
170000.0,2,2,1,41,0,-1,-1,-1,-1,0,21170.0,9698.0,7360.0,6380.0,11937.0,6378.0,9734.0,7373.0,6380.0,11937.0,1000.0,6881.0,0
150000.0,1,1,1,54,-1,-1,-1,-1,-1,-1,4015.0,499.0,-948.0,-1580.0,316.0,316.0,501.0,632.0,0.0,1896.0,316.0,782.0,1
50000.0,2,2,3,46,0,0,0,0,0,0,44076.0,44406.0,45320.0,38446.0,36748.0,36827.0,1810.0,2500.0,2000.0,2000.0,1465.0,2000.0,0
50000.0,2,3,1,44,2,2,2,2,2,2,19178.0,20088.0,19499.0,21578.0,20940.0,22605.0,1500.0,0.0,2385.0,0.0,2000.0,0.0,1
50000.0,1,3,1,36,3,2,2,2,2,-1,150.0,150.0,150.0,150.0,150.0,930.0,0.0,0.0,0.0,0.0,930.0,0.0,1
360000.0,2,2,1,26,0,0,0,0,0,0,358897.0,357100.0,362900.0,293597.0,249345.0,228470.0,14245.0,14061.0,11028.0,8813.0,7900.0,8100.0,1
90000.0,2,2,1,36,0,0,0,0,0,0,89309.0,88544.0,88888.0,48534.0,49874.0,32078.0,5000.0,3500.0,2000.0,2100.0,1000.0,1000.0,0
70000.0,1,1,2,27,-1,3,2,0,0,-1,4168.0,3942.0,1929.0,2870.0,1435.0,3047.0,0.0,0.0,1980.0,0.0,3047.0,0.0,1
100000.0,1,2,2,31,1,2,0,0,0,0,97669.0,92311.0,90519.0,80051.0,76446.0,76815.0,0.0,3631.0,3000.0,3000.0,2800.0,2697.0,0
130000.0,1,2,1,39,0,-1,-1,-1,-1,-1,10896.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,0
50000.0,1,3,2,35,0,0,0,-1,-1,-1,41646.0,43257.0,31473.0,1473.0,1473.0,3873.0,4000.0,5300.0,1473.0,1473.0,3873.0,390.0,0
70000.0,2,1,2,36,0,0,0,0,0,0,75021.0,71101.0,73831.0,46898.0,48686.0,47171.0,2893.0,4231.0,8000.0,2500.0,1675.0,2000.0,0
260000.0,2,3,1,42,0,0,0,0,0,0,56437.0,57929.0,59369.0,63215.0,64087.0,130579.0,3000.0,3000.0,5400.0,5000.0,2222.0,2337.0,0
180000.0,1,2,1,33,0,0,0,0,0,0,37565.0,36877.0,36862.0,34337.0,33524.0,35223.0,3006.0,3007.0,3002.0,3000.0,3000.0,2003.0,0
20000.0,1,3,1,43,0,0,0,2,0,-1,18100.0,17926.0,19485.0,19503.0,19566.0,1320.0,2000.0,3000.0,1200.0,1000.0,1400.0,0.0,0
50000.0,2,2,2,37,1,2,0,0,0,0,26305.0,25583.0,26649.0,27584.0,28135.0,28878.0,0.0,1481.0,1416.0,967.0,1156.0,1000.0,0
200000.0,2,5,1,43,0,0,0,0,0,0,132823.0,132700.0,182868.0,166755.0,111450.0,53049.0,71998.0,116000.0,3771.0,2229.0,37609.0,40000.0,0
500000.0,1,3,1,47,-1,-1,-1,-1,-1,-1,18033.0,8783.0,13202.0,16546.0,12585.0,14287.0,8783.0,13357.0,16600.0,12585.0,14287.0,25793.0,0
360000.0,1,2,1,45,-1,-1,-1,-1,-1,-1,18552.0,836.0,836.0,836.0,986.0,986.0,836.0,836.0,836.0,986.0,986.0,611.0,0
240000.0,2,1,1,37,-1,-1,-1,-1,-1,-1,317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
500000.0,2,1,2,28,0,-1,-1,0,0,-1,27250.0,20000.0,19501.0,20000.0,0.0,0.0,20000.0,19501.0,1000.0,0.0,0.0,0.0,0
80000.0,2,3,2,55,2,0,0,0,0,0,76414.0,78009.0,78616.0,49662.0,48867.0,48278.0,3100.0,2420.0,2000.0,1656.0,1693.0,1767.0,0
360000.0,1,1,1,58,-1,-1,2,2,-1,-1,1.0,612.0,223.0,-166.0,-555.0,-944.0,1001.0,1.0,1.0,1.0,1.0,1.0,1
20000.0,1,3,1,36,0,0,0,-1,-1,-1,6620.0,7114.0,3948.0,18838.0,-71.0,8929.0,2151.0,3600.0,20044.0,65.0,9000.0,5203.0,0
100000.0,2,3,1,57,0,0,0,0,0,0,101890.0,100403.0,101350.0,101324.0,101475.0,100558.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,0
160000.0,2,5,1,35,1,-1,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
250000.0,1,1,2,41,-1,3,2,2,2,-1,173.0,173.0,1573.0,1400.0,0.0,0.0,0.0,1400.0,0.0,0.0,0.0,0.0,1
360000.0,2,1,2,34,0,0,0,0,0,0,96169.0,96586.0,98927.0,98750.0,96045.0,93456.0,4000.0,4223.0,4004.0,4000.0,3500.0,3400.0,0
20000.0,1,2,2,22,-1,0,0,0,0,0,17676.0,18833.0,19002.0,18982.0,13762.0,0.0,1451.0,1400.0,380.0,0.0,0.0,0.0,1
60000.0,2,1,2,22,0,0,0,0,0,0,57484.0,59521.0,59674.0,56018.0,36350.0,18203.0,3000.0,3000.0,1500.0,790.0,1000.0,1000.0,0
100000.0,1,2,1,40,0,0,0,-1,-1,-1,37596.0,23808.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0
120000.0,2,3,1,63,0,0,0,0,0,0,49394.0,51261.0,51333.0,51174.0,44680.0,43760.0,3000.0,2000.0,2000.0,2000.0,2000.0,2000.0,0
160000.0,1,3,1,42,2,0,0,0,0,0,139983.0,125833.0,127815.0,130023.0,98604.0,101650.0,6000.0,5500.0,5000.0,3000.0,4000.0,3000.0,1
140000.0,1,2,1,36,1,-1,0,0,0,0,119279.0,6771.0,13380.0,18415.0,20135.0,27390.0,10000.0,10000.0,8000.0,5000.0,22000.0,42000.0,0
200000.0,1,2,2,30,-1,-1,-1,-1,-1,-1,416.0,416.0,416.0,416.0,416.0,0.0,416.0,416.0,416.0,416.0,0.0,832.0,0
320000.0,1,1,1,51,0,0,0,0,0,0,483184.0,290784.0,277482.0,282869.0,253903.0,249866.0,20373.0,13000.0,11160.0,8418.0,8325.0,8602.0,0
50000.0,1,3,2,44,0,0,0,2,0,0,49911.0,50525.0,51463.0,49952.0,19584.0,19080.0,1762.0,4800.0,0.0,837.0,700.0,1000.0,0
140000.0,2,2,1,37,0,0,0,0,0,0,137545.0,136820.0,128445.0,125049.0,119402.0,123055.0,6206.0,6100.0,6330.0,4400.0,8700.0,0.0,0
20000.0,1,2,2,40,1,3,3,2,2,2,17361.0,16803.0,16253.0,15695.0,16832.0,16420.0,0.0,0.0,0.0,1400.0,0.0,603.0,0
230000.0,2,2,2,30,0,0,0,0,0,0,149775.0,107052.0,231164.0,120523.0,117102.0,116718.0,10000.0,130223.0,9953.0,4014.0,3307.0,4100.0,0
240000.0,1,2,1,39,-1,-1,-1,-1,-1,-1,5357.0,4397.0,11204.0,3403.0,2223.0,1761.0,4437.0,11237.0,4293.0,2229.0,1766.0,591.0,0
230000.0,2,1,2,35,-1,-1,-1,-1,-1,-1,1890.0,533.0,267.0,0.0,0.0,0.0,533.0,267.0,0.0,0.0,0.0,0.0,0
30000.0,2,2,1,26,1,2,2,0,0,2,27330.0,28090.0,28827.0,27299.0,29110.0,28492.0,1500.0,1517.0,1000.0,2255.0,0.0,1988.0,0
110000.0,2,2,1,43,0,0,0,0,0,0,92244.0,93815.0,97307.0,99666.0,102082.0,105500.0,4500.0,5000.0,4000.0,4000.0,5000.0,6804.0,0
70000.0,1,1,2,28,-1,-1,-1,-1,-1,-1,4638.0,323.0,0.0,0.0,0.0,0.0,323.0,0.0,0.0,0.0,0.0,0.0,0
200000.0,2,2,1,38,-1,-1,-1,-1,-1,-1,780.0,0.0,390.0,390.0,390.0,390.0,0.0,390.0,390.0,390.0,390.0,390.0,0
210000.0,2,2,1,30,-1,-1,-1,-1,-1,-1,2818.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
210000.0,2,2,1,41,-1,-1,-1,-1,-1,-1,17605.0,2032.0,106.0,-10.0,-10.0,-10.0,2164.0,106.0,0.0,0.0,0.0,0.0,0
90000.0,2,3,2,23,0,-1,-1,0,-1,-1,119836.0,21836.0,11036.0,29836.0,986.0,21615.0,30000.0,11036.0,19836.0,986.0,21615.0,5885.0,0
470000.0,1,2,1,32,0,0,0,0,0,0,181224.0,143173.0,145293.0,148871.0,152309.0,155769.0,7000.0,6000.0,6000.0,6000.0,6000.0,8000.0,0
60000.0,2,2,3,39,1,1,-1,-1,-1,-1,58574.0,-1540.0,-1930.0,-2320.0,-1220.0,0.0,0.0,0.0,0.0,2000.0,2000.0,0.0,1
80000.0,2,2,2,38,-1,-1,-1,0,0,0,390.0,390.0,3529.0,13207.0,13110.0,13116.0,390.0,3529.0,10207.0,500.0,600.0,3000.0,0
20000.0,2,3,1,41,-1,-1,-1,0,0,0,780.0,0.0,732.0,642.0,1252.0,643.0,0.0,732.0,300.0,1000.0,500.0,1000.0,1
230000.0,1,2,1,46,0,0,0,0,0,0,117255.0,109450.0,109794.0,109143.0,107996.0,109230.0,5400.0,5505.0,5505.0,4000.0,4500.0,5000.0,0
270000.0,2,2,2,35,-1,-1,-1,-1,-1,-1,1636.0,37.0,2845.0,-1000.0,-1000.0,-1000.0,37.0,3000.0,1000.0,0.0,0.0,0.0,0
500000.0,1,1,1,37,1,2,0,0,0,0,507062.0,491956.0,430637.0,376657.0,356636.0,303510.0,325.0,15296.0,12137.0,12312.0,14113.0,10526.0,0
60000.0,2,2,2,24,-1,0,-1,0,0,0,9970.0,7699.0,9479.0,10213.0,10000.0,11832.0,1020.0,9479.0,1000.0,200.0,1832.0,5889.0,0
80000.0,2,2,1,22,-1,-1,-1,-1,0,-1,1941.0,2132.0,1667.0,2146.0,1073.0,2761.0,2132.0,1667.0,2146.0,0.0,2761.0,1073.0,0
210000.0,2,1,1,35,0,0,0,0,0,2,67374.0,55004.0,56221.0,57181.0,61327.0,60227.0,2500.0,2700.0,2500.0,5100.0,0.0,3000.0,0
50000.0,2,2,1,29,0,0,0,0,0,0,49895.0,48434.0,47827.0,28935.0,28224.0,27547.0,1867.0,1521.0,1419.0,969.0,997.0,952.0,1
30000.0,2,2,1,33,0,0,-1,0,0,0,4101.0,157.0,30321.0,29225.0,29575.0,28850.0,172.0,33635.0,1368.0,1108.0,958.0,1353.0,0
50000.0,2,2,2,26,-1,-1,-1,-1,-1,-1,3475.0,-25.0,2500.0,0.0,0.0,0.0,0.0,2525.0,0.0,0.0,0.0,0.0,0
130000.0,2,3,2,55,0,0,0,0,0,0,116336.0,121544.0,128243.0,115204.0,101158.0,95895.0,10063.0,20000.0,10009.0,10000.0,5000.0,5000.0,0
240000.0,2,2,2,31,0,0,0,0,0,0,245553.0,244958.0,245148.0,240343.0,211449.0,215874.0,10178.0,10577.0,8302.0,7300.0,7505.0,7700.0,0
40000.0,2,3,1,55,2,2,3,3,3,3,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,1
50000.0,2,2,1,27,0,0,-1,-1,-1,-1,7439.0,8280.0,3403.0,1999.0,500.0,0.0,1028.0,3423.0,2005.0,501.0,0.0,0.0,1
170000.0,2,2,1,40,-1,-1,-1,-1,-1,-1,17914.0,1253.0,4427.0,1459.0,24511.0,1163.0,1253.0,4427.0,1459.0,24511.0,1163.0,2821.0,0
360000.0,2,2,2,34,1,-1,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
360000.0,2,2,2,31,-1,-1,-1,-1,-1,-1,3000.0,2668.0,2668.0,-7.0,-7.0,3500.0,2668.0,3000.0,7.0,0.0,3507.0,2500.0,0
20000.0,1,2,2,23,1,2,2,2,2,0,4673.0,6433.0,6181.0,6778.0,6524.0,8408.0,2000.0,0.0,700.0,0.0,2000.0,2000.0,0
260000.0,2,1,2,33,0,0,0,0,0,0,6818.0,8040.0,11736.0,10190.0,18122.0,0.0,1340.0,4036.0,204.0,8122.0,0.0,200.0,0
240000.0,2,1,1,40,1,-1,-1,-1,-1,-1,0.0,9965.0,4100.0,4100.0,4100.0,4100.0,9965.0,4100.0,4100.0,4100.0,4100.0,4732.0,0
140000.0,2,1,1,36,0,0,0,0,0,0,132629.0,135901.0,138858.0,97585.0,95447.0,91717.0,5406.0,5700.0,3600.0,13500.0,3466.0,3333.0,0
30000.0,2,3,1,22,0,0,0,0,0,2,23185.0,24194.0,25529.0,26563.0,28120.0,28558.0,1400.0,1730.0,1760.0,2310.0,1033.0,0.0,0
200000.0,2,3,0,31,1,-1,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
80000.0,1,3,1,59,0,0,0,0,0,0,71720.0,73024.0,74297.0,33412.0,30070.0,30254.0,3234.0,3075.0,1126.0,1091.0,1074.0,1028.0,0
30000.0,2,2,2,25,0,0,0,0,0,0,3638.0,4401.0,5297.0,4340.0,3105.0,5053.0,1130.0,1026.0,125.0,1500.0,2000.0,14.0,0
90000.0,2,2,1,56,-1,-1,-1,-1,-1,-1,1160.0,4701.0,13878.0,6556.0,2947.0,4808.0,4701.0,13882.0,6556.0,2947.0,4808.0,3131.0,0
180000.0,2,2,2,25,0,0,0,0,0,0,109030.0,177633.0,139415.0,136942.0,114632.0,117808.0,78266.0,5203.0,30023.0,10024.0,10000.0,4458.0,0
320000.0,2,3,2,54,-1,-1,0,0,0,0,54661.0,183429.0,303849.0,299996.0,307016.0,308110.0,183429.0,203849.0,22080.0,10000.0,10000.0,0.0,0
60000.0,1,3,1,31,2,0,0,-1,-1,-1,35369.0,35320.0,0.0,0.0,0.0,0.0,1027.0,0.0,0.0,0.0,0.0,0.0,1
130000.0,2,2,2,24,1,-1,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
140000.0,2,2,1,32,0,0,0,0,0,0,129653.0,116582.0,112170.0,102931.0,100179.0,102417.0,5820.0,4920.0,3600.0,3700.0,3900.0,3602.0,0
50000.0,2,2,2,23,-1,-1,-1,-1,-1,-1,3779.0,3944.0,2118.0,2259.0,3527.0,1100.0,3955.0,2124.0,2266.0,3638.0,1303.0,0.0,0
230000.0,2,4,2,26,1,-1,2,-1,-1,-1,0.0,500.0,500.0,624.0,1090.0,2952.0,500.0,0.0,624.0,1090.0,2952.0,1505.0,0
90000.0,2,1,1,38,-1,-1,0,0,-1,-1,2346.0,15271.0,16360.0,41936.0,538.0,2716.0,15271.0,2000.0,30000.0,538.0,2716.0,652.0,0
190000.0,2,3,1,27,0,0,2,-1,-1,0,43903.0,53382.0,21811.0,2921.0,107441.0,108642.0,10882.0,0.0,2921.0,107441.0,4000.0,3700.0,0
50000.0,1,2,1,36,1,-1,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,4473.0,0.0,0.0,0.0,0.0,4473.0,1650.0,0
50000.0,2,1,2,29,-1,-1,-1,0,-1,-1,2459.0,2471.0,6015.0,5625.0,3056.0,2439.0,2471.0,6015.0,0.0,3056.0,2439.0,3026.0,1
20000.0,1,3,1,31,0,0,0,0,0,-1,17557.0,18739.0,19473.0,17136.0,0.0,0.0,1466.0,1200.0,343.0,0.0,0.0,0.0,0
260000.0,2,2,1,34,0,0,0,0,0,0,135489.0,138509.0,138076.0,110044.0,111906.0,104073.0,5007.0,5003.0,5004.0,4052.0,4010.0,3835.0,0
120000.0,1,1,2,27,-1,-1,-1,-1,0,0,316.0,316.0,1360.0,9474.0,10158.0,2551.0,316.0,1360.0,10000.0,1000.0,2000.0,3000.0,0
200000.0,2,2,1,28,-1,-1,-1,-1,-1,-1,3099.0,3174.0,0.0,3239.0,0.0,500.0,3174.0,0.0,3239.0,0.0,500.0,0.0,0
240000.0,2,1,2,40,-1,2,2,-1,-1,-1,1841.0,764.0,-13.0,-13.0,687.0,-44.0,2.0,0.0,0.0,700.0,0.0,0.0,0
50000.0,1,1,2,29,0,0,0,0,0,0,27179.0,27878.0,28908.0,29922.0,30517.0,31164.0,1454.0,1484.0,1498.0,1093.0,1139.0,2039.0,1
80000.0,2,2,2,25,0,0,0,0,0,0,69816.0,71257.0,72812.0,74305.0,75872.0,77554.0,2600.0,2700.0,2700.0,2800.0,2900.0,4300.0,0
180000.0,2,1,2,30,-1,-1,-1,-1,-1,-1,1650.0,196.0,2500.0,0.0,0.0,3650.0,196.0,2500.0,0.0,0.0,3650.0,3859.0,0
